code,term,dmd_id,dmd_type,bnf_code
13317511000001100,Tolbutamide 1g/5ml oral suspension,13317511000001100,AMP,0601021X0AAALAL
42084911000001109,Metformin 500mg tablets,42084911000001109,VMP,0601022B0AAABAB
202611000001102,Metformin 500mg tablets,202611000001102,AMP,0601022B0AAABAB
882811000001109,Metformin 500mg tablets,882811000001109,AMP,0601022B0AAABAB
197511000001103,Metformin 500mg tablets,197511000001103,AMP,0601022B0AAABAB
9797311000001109,Metformin 500mg tablets,9797311000001109,AMP,0601022B0AAABAB
10390211000001102,Metformin 500mg tablets,10390211000001102,AMP,0601022B0AAABAB
14773811000001100,Metformin 500mg tablets,14773811000001100,AMP,0601022B0AAABAB
16061411000001104,Metformin 500mg tablets,16061411000001104,AMP,0601022B0AAABAB
42241311000001106,Metformin 500mg tablets,42241311000001106,AMP,0601022B0AAABAB
34347311000001103,Metformin 500mg tablets,34347311000001103,AMP,0601022B0AAABAB
24380011000001107,Metformin 500mg tablets,24380011000001107,AMP,0601022B0AAABAB
44160711000001101,Metformin 500mg tablets,44160711000001101,AMP,0601022B0AAABAB
42413811000001105,Metformin 500mg tablets,42413811000001105,AMP,0601022B0AAABAB
7016011000001104,Metformin 500mg tablets,7016011000001104,AMP,0601022B0AAABAB
40108111000001102,Metformin 500mg tablets,40108111000001102,AMP,0601022B0AAABAB
690811000001103,Metformin 500mg tablets,690811000001103,AMP,0601022B0AAABAB
42729811000001106,Metformin 500mg tablets,42729811000001106,AMP,0601022B0AAABAB
37120411000001106,Metformin 500mg tablets,37120411000001106,AMP,0601022B0AAABAB
39037411000001107,Metformin 500mg tablets,39037411000001107,AMP,0601022B0AAABAB
41616411000001100,Metformin 500mg tablets,41616411000001100,AMP,0601022B0AAABAB
